pair_id,long_video_id,short_video_id,run_id,selector_type,prompt_id,model_name,rank,pred_start_sec,pred_end_sec,selected_scene_ids,confidence,notes
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,222.47,268.205,7815e4ae-4e7c-4da3-a0ae-44c069db9d35|a2a94413-0be6-467e-995b-392227ad99de,0.744387,candidate_id=HC_69d8884bc19c8c;bin=2/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,470.6,517.805,246c138e-17fa-4539-814f-60e3461ca804,0.849413,candidate_id=HC_6f1ae2103680a4;bin=3/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,939.079,986.247,088e6673-c601-4ad3-a290-433289d29319|fdfb2d6a-b8b5-4c61-919f-6a98d59c4f4e,0.838793,candidate_id=HC_2c9779990a75ff;bin=6/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,1209.2,1254.2,a384b483-6b9c-4840-a553-5a527a3cb5e6|b487e259-ebb4-4b0a-baaf-4fc530d16b98,0.9475,candidate_id=HC_67b5006258444a;bin=8/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1310.99,1356.095,b487e259-ebb4-4b0a-baaf-4fc530d16b98|d7a7fba7-3f68-4e18-a64f-fe4980fc0abe,0.999912,candidate_id=HC_7608c34a79383c;bin=8/9
C005,Or3vsBijlJg,IGVvKsj3OYI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,384.202,429.202,8a4ff860-046a-4eda-89c8-2445d5f1723d|a808c250-aa84-4a3c-8153-2a636bf6d284,0.499697,candidate_id=HC_e4e5b66553da97;bin=3/9
C005,Or3vsBijlJg,IGVvKsj3OYI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,534.301,579.301,a462c98e-ab66-4a0a-9d08-0b388398eda4|1d93d7df-80ca-4da0-bff1-d8d0d6b4c9e0,0.39495,candidate_id=HC_c2e3aa7493f096;bin=4/9
C005,Or3vsBijlJg,IGVvKsj3OYI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,661.267,706.267,ef985890-d13a-4fd5-aa6c-9afbd91a1823,0.5862,candidate_id=HC_c4fdff4077c298;bin=5/9
C005,Or3vsBijlJg,IGVvKsj3OYI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,1104.51,1149.51,d7878c79-5afa-4e9c-9a92-bc314cfb8d5c,0.2993,candidate_id=HC_fe01a0999ec1ec;bin=7/9
C005,Or3vsBijlJg,IGVvKsj3OYI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1375.199,1423.53,03a5954f-6f16-4049-b3ca-c5e924a3f6d3,0.986574,candidate_id=HC_331f6136d174e8;bin=9/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,216.15,261.15,cf8283e8-91db-43d6-8e34-cec81777082f,0.4927,candidate_id=HC_52f84b18b94c4d;bin=2/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,636.87,686.39,c4e1a456-5d18-4e1a-ac3d-dd27bd22ac1d,0.779483,candidate_id=HC_1ed6a032e03f12;bin=4/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,780.87,825.85,36783bd1-934d-4df1-a643-89bbc0abfee6|4eff17d7-3f2d-4877-bd75-74a2c3cb84d0,0.740683,candidate_id=HC_18941c2b4c21ed;bin=5/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,1188.02,1232.85,67ae61e4-f7b9-4ee9-80a6-db1765d39210|32d04992-fd36-4138-bc00-fb4940d2886d,0.821358,candidate_id=HC_9a487360d12d4d;bin=8/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1446.14,1490.98,62af5df5-6d24-480c-a8a4-0f31b322fde0,0.627967,candidate_id=HC_4a5f4575517c55;bin=9/9
G025,P8RmTGNoPl0,AqnexsQ9Aks,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,254.825,299.825,51a4626b-e389-4633-a850-88a62d00c89b|7db9eb1b-9186-43f8-a82f-2234d3f27b22|d2bca810-12f8-42ee-9f6c-87d644189da3,0.9475,candidate_id=HC_03286ad999da0d;bin=2/5
G025,P8RmTGNoPl0,AqnexsQ9Aks,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,389.675,434.675,96533bf0-6edd-4d89-a0f5-955e5118cd3a|f987c48e-b70f-4665-80cf-d8f151f16e1a,0.88575,candidate_id=HC_952ed774152e8d;bin=3/5
G025,P8RmTGNoPl0,AqnexsQ9Aks,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,475.1,520.1,2d007689-0214-4fbe-949c-8c23914c1c6b|88081c2d-cb36-4af0-a827-b5b4e2b6dbe3,0.77535,candidate_id=HC_37baf7905c1a2d;bin=3/5
G025,P8RmTGNoPl0,AqnexsQ9Aks,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,545.8,590.8,88081c2d-cb36-4af0-a827-b5b4e2b6dbe3|daf02457-8871-4239-91b9-96166c87e5f1,0.74135,candidate_id=HC_ef672c6b19f37a;bin=4/5
G025,P8RmTGNoPl0,AqnexsQ9Aks,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,666.75,711.75,4bb573cf-ecea-45b1-8492-c80204a906c2|27938289-c230-48e5-a1ff-08c5e2c6379e|e745fd16-def4-4839-826e-0a26b4f2d88f,0.6415,candidate_id=HC_ff4762c3491708;bin=5/5
G001,PbUlNGCqBVw,OnfYDOBjYfM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,104.5,149.541,b7abaf46-7ed3-4daf-842c-d954474d3042|21350449-ab3b-4aa1-a121-528313eb62f5|e774c683-f886-4fb4-aaef-e09dac39abe4|0b9fcf06-1c48-48a5-abbc-13d5ad76ebc6,0.693966,candidate_id=HC_6cc4d4539e2357;bin=2/5
G001,PbUlNGCqBVw,OnfYDOBjYfM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,183.9,228.9,e774c683-f886-4fb4-aaef-e09dac39abe4|0b9fcf06-1c48-48a5-abbc-13d5ad76ebc6|aca04e3c-eca7-4d3f-8543-97be6821ae45|7d2bc66a-3a01-4c07-a48c-5091ea401e31,0.769,candidate_id=HC_b4876a67442c18;bin=3/5
G001,PbUlNGCqBVw,OnfYDOBjYfM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,270.24,315.249,e629acd4-d7eb-4906-9bc6-bad0efe0b2da|1c0316b5-2edd-447b-9366-079d7f0dd503|1b997db4-b8b0-4786-8040-f5e2ee4d39f5,0.761992,candidate_id=HC_0b6c514e3a06c2;bin=4/5
G001,PbUlNGCqBVw,OnfYDOBjYfM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,331.764,376.797,4d050286-370d-4e38-84fc-b56d33d620f2|f8127ce0-c078-425e-b57b-c5fa44e0c654|81984ede-1ad8-4214-a001-d68d4ff2283c,0.795972,candidate_id=HC_5379cd078f5acf;bin=4/5
G001,PbUlNGCqBVw,OnfYDOBjYfM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,427.0,472.0,f92642f8-13b1-4000-9a87-cdc4a53bcd42|93f0b2a1-c396-4eb6-a88b-cf2f22fa3263|4c0295a6-5437-4b9b-9181-b204a874a706|1d5d058e-b245-4c6b-af61-53a89e0fa327,0.5118,candidate_id=HC_d415046f56bfe8;bin=5/5
N011,RoYUmoP7m64,HqZHkrYsEHs,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,210.675,255.675,30f0253b-fc22-4db6-96eb-ef6126eca8ae,0.3865,candidate_id=HC_b7b96cc1c76950;bin=2/5
N011,RoYUmoP7m64,HqZHkrYsEHs,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,322.44,366.975,f5362191-8c4b-4287-8cc0-4d0188ffdafa|6ca30b30-253f-4541-a7fd-df20a4aa5fe0,0.532112,candidate_id=HC_b77f462779b012;bin=3/5
N011,RoYUmoP7m64,HqZHkrYsEHs,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,401.065,443.27,1522f09f-7218-42fb-93cb-1393bc59fb28,0.655471,candidate_id=HC_af8468de7898c1;bin=3/5
N011,RoYUmoP7m64,HqZHkrYsEHs,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,479.299,525.469,36ba3315-43fc-424e-9607-8d3649b0a881|498ed435-9c47-4f78-a0e8-775b923ed45c,0.588875,candidate_id=HC_5cd7676d608ff2;bin=4/5
N011,RoYUmoP7m64,HqZHkrYsEHs,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,705.4,750.4,24c90388-9836-44f4-8095-160eaf227dd0|c0229488-dc80-4a2c-a177-98c6fe121144|d05ef93d-8212-47c2-b1a9-8a0c0029e94a,0.36305,candidate_id=HC_a5cec11e4fa1a2;bin=5/5
N001,SXM8N6Y37uQ,4n21mKfD-ds,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,216.95,261.95,3e9ee8c5-7b46-4180-8375-7166d02e73cc|f73ad8a5-cac5-427f-bb35-6034a48466bb,0.82,candidate_id=HC_96f0433f49a237;bin=2/8
N001,SXM8N6Y37uQ,4n21mKfD-ds,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,405.775,450.775,54c4d782-45e2-46a7-951f-32513dcbd28c|df87e50a-504f-469d-8396-da27feeb7ca3,0.3525,candidate_id=HC_cc7fb9a3842fc7;bin=3/8
N001,SXM8N6Y37uQ,4n21mKfD-ds,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,736.275,781.275,a8f0db53-f596-46bd-ac87-367c7adf5cbb,0.8115,candidate_id=HC_3f78f3435378be;bin=5/8
N001,SXM8N6Y37uQ,4n21mKfD-ds,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,861.25,906.25,c32e510a-a38d-4790-be16-8b2c9c374d38|eb8f0dc2-aeb8-4f1b-abd1-7f1a38cf5692|7d77b49a-b613-47f7-ba38-a77b4268305f,0.888,candidate_id=HC_3b06197d9d2764;bin=6/8
N001,SXM8N6Y37uQ,4n21mKfD-ds,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1218.6,1263.6,d7b471b5-a89a-46f7-999a-c6d71bf63fd8|a8b3c8e5-3098-4c1d-99f3-3ad793a34744|8f660bce-a4c8-4aae-b1af-a5162b41bf41,0.77325,candidate_id=HC_709282df8aa669;bin=8/8
C003,UA2YeCJTSjk,wILE8SzU0j8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,140.662,195.131,4742fe08-1230-4799-994b-b2ca53b66dd6|93f3589d-0b37-4314-8965-57ec32e8d243,0.787138,candidate_id=HC_d8521c001f0066;bin=2/5
C003,UA2YeCJTSjk,wILE8SzU0j8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,210.38,264.9,93f3589d-0b37-4314-8965-57ec32e8d243,0.478923,candidate_id=HC_63e608cd47c838;bin=3/5
C003,UA2YeCJTSjk,wILE8SzU0j8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,330.92,386.4,6659a0a3-e812-46bf-9fad-aac359d1aa9c|ebd4380a-b254-433c-8708-f00810bb6c74|8f38b3a4-fef7-4c88-8b4f-7d7788fc6f7d|615acc92-5289-4f44-8377-9d735cbc6814,0.659673,candidate_id=HC_714124875413d7;bin=4/5
C003,UA2YeCJTSjk,wILE8SzU0j8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,405.8,465.8,9535e010-c639-42dd-8e7d-4cd1a42460db|3a28c8f6-c5cd-4da4-b742-9879072f1d06,0.689091,candidate_id=HC_00b483eebadc2c;bin=4/5
C003,UA2YeCJTSjk,wILE8SzU0j8,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,494.569,549.875,7da8a883-a578-409c-a426-07699f4f1179|bd97067c-e185-4793-886d-2017d96501e1|f0997e71-3aec-46de-b0c4-b9f5b25e0783|fa6a337c-4d6a-4f52-8512-45f97730c9a2,0.859541,candidate_id=HC_0e38102e7be5df;bin=5/5
N013,YtdkGHLFhhU,TO_EFaZDbSI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,320.25,365.25,3582a9dd-421f-4ed9-94fa-b12ef9c92aa4,0.41625,candidate_id=HC_691764ac38f231;bin=3/8
N013,YtdkGHLFhhU,TO_EFaZDbSI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,528.8,573.8,e8fc33b4-f434-4c46-8cc2-c176ae6c53a5,0.718,candidate_id=HC_9308f6487b752e;bin=4/8
N013,YtdkGHLFhhU,TO_EFaZDbSI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,679.525,724.525,1912edbd-2244-482b-bfba-bf4eb7a7509b|6290109d-a3c4-440a-9a9d-26187bbee378,0.53735,candidate_id=HC_a41fb25c5c50bb;bin=5/8
N013,YtdkGHLFhhU,TO_EFaZDbSI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,824.2,869.2,a9e1d8a7-8696-45b4-a233-4fee3aeaf0ea,0.53525,candidate_id=HC_c8646a308d3406;bin=6/8
N013,YtdkGHLFhhU,TO_EFaZDbSI,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1009.19,1054.344,e8a102f4-8af2-47b7-a36c-3fea6c46e95b|6db61100-c5a8-4e5c-b9c6-da4ca85cfa6a,0.659872,candidate_id=HC_862a07b1c2f908;bin=7/8
N024,Yy58f1A6F-c,jilQNKreZBM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,339.55,384.55,84491acc-d6aa-42fc-b7db-67b50d31c311,0.66275,candidate_id=HC_a37cd334ea4fb5;bin=3/9
N024,Yy58f1A6F-c,jilQNKreZBM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,519.0,563.9,99bdac44-8df4-41b4-95d8-622a53bddc4b|358d2851-b68b-493a-9347-e4a4a65b0f1e,0.808667,candidate_id=HC_fc3487cb045bfe;bin=4/9
N024,Yy58f1A6F-c,jilQNKreZBM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,771.22,817.745,ee167f57-72cc-4432-8e35-d5bae094c946|172e9a6a-ab20-4739-bb71-69dc708b3581,0.688479,candidate_id=HC_d8c86536750256;bin=5/9
N024,Yy58f1A6F-c,jilQNKreZBM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,1195.6,1240.6,0b7b5a02-2c78-43a2-b614-6fb0dfda8d07,0.8128,candidate_id=HC_0242de33b4d6c8;bin=8/9
N024,Yy58f1A6F-c,jilQNKreZBM,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,1240.6,1285.6,645626f2-12da-400f-841c-29d792b631d0,0.60745,candidate_id=HC_576795d20d44e0;bin=8/9
N003,b0f0fMlhGd0,RQUZS82ZWyw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,145.0,190.0,a14f912a-c619-47cf-82ac-20580e7f513a,0.7569,candidate_id=HC_d42894df09bf50;bin=2/5
N003,b0f0fMlhGd0,RQUZS82ZWyw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,281.7,326.7,3e91f550-d423-4751-89a5-5678d195bcd4|5437113d-c28d-4e47-8de8-3965148d377d,0.73925,candidate_id=HC_c685dea443244d;bin=3/5
N003,b0f0fMlhGd0,RQUZS82ZWyw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,393.835,439.231,bb23d5f4-3af4-46f4-9737-d7bfb121c2d6|3fb0431f-2379-49ae-8735-c35c34fb46f0|d33d86ce-971b-4883-a6e0-71e1623f555a,0.87707,candidate_id=HC_b3c00b17ee4070;bin=4/5
N003,b0f0fMlhGd0,RQUZS82ZWyw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,448.1,493.1,d33d86ce-971b-4883-a6e0-71e1623f555a|cdf36f9e-b306-4ada-83a7-6c9317befcce|ab952406-77e5-4bfa-a467-8fea2fbdfb8d,0.854,candidate_id=HC_60138c5db5d9aa;bin=4/5
N003,b0f0fMlhGd0,RQUZS82ZWyw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,619.875,664.875,eb53f311-2b02-496f-91bb-5656fbebd4cb|bafd1bfc-48e6-4979-a887-069733e7a1cd,0.45025,candidate_id=HC_06fde9375b5757;bin=5/5
P001,bvUS-ri9nqQ,p64_9aBYqLk,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,207.375,252.375,9967e530-7b65-4cd6-92e0-8b746df3a5db,0.558037,candidate_id=HC_a9db513db10339;bin=2/6
P001,bvUS-ri9nqQ,p64_9aBYqLk,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,329.8,374.8,4ab785c1-477b-45c0-a45a-3de20fbb37dc|e3ac5bcd-33f8-4e40-92ba-58bf4ab66b46,0.22006,candidate_id=HC_61ca9d13b23a0d;bin=3/6
P001,bvUS-ri9nqQ,p64_9aBYqLk,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,431.995,479.855,46682f55-f5a9-42e0-b805-9794c10d0c58,0.370667,candidate_id=HC_5824a1eeb19196;bin=4/6
P001,bvUS-ri9nqQ,p64_9aBYqLk,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,616.5,661.5,dfe51ed8-edc6-4695-834e-682017fdc422|d895881e-f6f9-4b5f-8ae5-025d39ab1075|0b3c23b9-a0fc-412c-9dc6-bc04c8a12af6,0.385462,candidate_id=HC_10ce47235a5fb9;bin=5/6
P001,bvUS-ri9nqQ,p64_9aBYqLk,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,737.885,783.015,3d6e81d4-198d-482f-b756-17dd5471d784|34862075-76fe-4e77-9d29-f063596f7b4e,0.481342,candidate_id=HC_00c4fc5468fc15;bin=6/6
N026,bvUS-ri9nqQ,WdMdgQJPDmw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,207.375,252.375,9967e530-7b65-4cd6-92e0-8b746df3a5db,0.558037,candidate_id=HC_a9db513db10339;bin=2/6
N026,bvUS-ri9nqQ,WdMdgQJPDmw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,329.8,374.8,4ab785c1-477b-45c0-a45a-3de20fbb37dc|e3ac5bcd-33f8-4e40-92ba-58bf4ab66b46,0.22006,candidate_id=HC_61ca9d13b23a0d;bin=3/6
N026,bvUS-ri9nqQ,WdMdgQJPDmw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,431.995,479.855,46682f55-f5a9-42e0-b805-9794c10d0c58,0.370667,candidate_id=HC_5824a1eeb19196;bin=4/6
N026,bvUS-ri9nqQ,WdMdgQJPDmw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,616.5,661.5,dfe51ed8-edc6-4695-834e-682017fdc422|d895881e-f6f9-4b5f-8ae5-025d39ab1075|0b3c23b9-a0fc-412c-9dc6-bc04c8a12af6,0.385462,candidate_id=HC_10ce47235a5fb9;bin=5/6
N026,bvUS-ri9nqQ,WdMdgQJPDmw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,737.885,783.015,3d6e81d4-198d-482f-b756-17dd5471d784|34862075-76fe-4e77-9d29-f063596f7b4e,0.481342,candidate_id=HC_00c4fc5468fc15;bin=6/6
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,98.26,142.88,4d7563f6-2cf7-406e-aad0-70f7014b6ea4|9c3d30f4-e5fe-4f38-8b75-c69c0c6a9df2|e4dcff16-36dd-4c4b-b59e-c8a40c4102de|60ba2055-637d-4b72-acb7-89d05d427229,0.804183,candidate_id=HC_5c1210845a0e4c;bin=2/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,190.364,235.2,b9fd6fe5-7d5b-4259-851e-b6874d1d4412|d51844df-ac48-43b9-a152-f11816af693c,0.727863,candidate_id=HC_2485b7da8d3d66;bin=3/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,260.475,305.475,2c1b6c6e-9e7c-436d-a271-e376c32d4625|415dd284-e502-4ed9-910b-d5b2f316cca1|5a5a4875-cd81-4c74-8246-8145a2f497a6,0.735,candidate_id=HC_5e4264a266052e;bin=4/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,333.9,378.9,6f04be4c-afb8-46c8-8c69-be6ad2107043|4536553a-e376-4618-ba28-d37d95455df2|846f2683-c2e3-4876-8969-503cc99438f5,0.7059,candidate_id=HC_e444fcf88d9855;bin=5/5
G005,cJiYXnMtYl0,1IDEwu4Jvxw,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,364.243,408.69,bb359788-c81f-44f1-97d9-ce20a56ba997|6f04be4c-afb8-46c8-8c69-be6ad2107043|4536553a-e376-4618-ba28-d37d95455df2|846f2683-c2e3-4876-8969-503cc99438f5,0.757939,candidate_id=HC_4067343c4b7d74;bin=5/5
G007,d2QR-XPnPrw,X5pBumtoQEo,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,106.925,151.925,507f1c01-710b-40ca-ba1f-2fac86ec8bce|37c4d685-e4b1-4ee5-ad14-e1e55c1bca65|7dd952cb-8f88-4ad0-920b-1dc4bde3998a,0.6542,candidate_id=HC_2eb3632cee2236;bin=3/5
G007,d2QR-XPnPrw,X5pBumtoQEo,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,188.55,233.55,2f63b190-2abc-47bf-8686-51965e39b821|5bce602a-04e0-4eea-bff7-7590cefe3390|de967249-b0f8-41b1-a1d4-3d5ed6d836a8,0.93685,candidate_id=HC_190ced961cbe6c;bin=4/5
G002,d8W9nAukh4U,447MOrMHk40,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,114.6,159.6,874f6fee-36b8-469f-b4c0-7acd962cb92b|2aaf8065-5478-4f3b-a542-e299098d6756,0.7426,candidate_id=HC_a8b1e2632e3026;bin=2/5
G002,d8W9nAukh4U,447MOrMHk40,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,235.0,280.0,59a37566-0530-4b6c-b6f3-a0cf4d3fc426|9051c130-9dfd-4f3e-bd4f-616eb60164ea|0c8a114a-0b35-4ed5-b4e0-a00c80506daa|c673b515-f684-4ac7-b054-4536235bef7d,0.4621,candidate_id=HC_d7d2ab08b69374;bin=3/5
G002,d8W9nAukh4U,447MOrMHk40,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,293.64,338.104,9051c130-9dfd-4f3e-bd4f-616eb60164ea|0c8a114a-0b35-4ed5-b4e0-a00c80506daa|c673b515-f684-4ac7-b054-4536235bef7d,0.693553,candidate_id=HC_d856782c5daced;bin=3/5
G002,d8W9nAukh4U,447MOrMHk40,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,4,438.85,483.85,e4b961bf-3c93-473e-9dc4-18c6df1ea401|f12c340d-7a5f-4250-b322-27185bf6caa1,0.84125,candidate_id=HC_b99bacc765c753;bin=5/5
G002,d8W9nAukh4U,447MOrMHk40,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,5,521.85,566.85,4782a6ab-6726-4502-bf00-fb81360b8752|7e554a88-4747-4f56-8ee0-44b5dd5e7055,0.6415,candidate_id=HC_5835394121c32f;bin=5/5
C002,fwBGVX5NbsA,jVGs8Mt8F0U,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,1,128.625,173.625,16368293-2930-4d1f-bde0-1bfe5de20b3a|0c428e34-f8a5-416d-8136-2b38a5d9a78b,0.8965,candidate_id=HC_5f3fb9dbc2f7bb;bin=2/5
C002,fwBGVX5NbsA,jVGs8Mt8F0U,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,2,229.543,274.2,07b03321-2152-492c-a03b-7f04149ac934|7b640669-ea08-41c2-9f73-3cdef9a087b8|9d3ceca0-fa45-4f6e-8213-247a82996652,0.897714,candidate_id=HC_c43de23e98742c;bin=4/5
C002,fwBGVX5NbsA,jVGs8Mt8F0U,b2_adaptive_coverage,b2_adaptive_coverage,hierarchical_multislate_v1,structured_no_api_proxy,3,302.35,347.35,d1eb7372-79a9-482e-863a-4ebccd7177b1|5eb12d4d-9a4e-44f4-b367-d48b77ba06df|346cf693-a797-4f6e-81a8-f620dda2d734,0.6542,candidate_id=HC_703def74eab2b4;bin=5/5
