pair_id,long_video_id,short_video_id,run_id,selector_type,prompt_id,model_name,rank,pred_start_sec,pred_end_sec,selected_scene_ids,confidence,notes
G028,pH_LU8mMXqU,vkjmsyrvRDI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,556.4,601.4,b4355554-b339-4d5a-a7bf-fef17793bc0b|f60b2a65-6477-4a71-a74a-f780d809b2a0,0.53305,source=b2_anchor;anchor_count=4;candidate_id=HC_e3342240b822e3;bin=4/6
G028,pH_LU8mMXqU,vkjmsyrvRDI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,757.15,802.013,2958d4db-ae7f-43f9-8caa-a2418e403987|45476be3-3c4a-4c7b-a2e0-4fa587e6fb9b,0.617286,source=b2_anchor;anchor_count=4;candidate_id=HC_3c314fe622ca0c;bin=5/6
G028,pH_LU8mMXqU,vkjmsyrvRDI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,29.772,81.5,,0.792795,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_6aab2b73c5920f;bin=1/5;intrinsic=0.800000;candidate_prior=0.790393;judge_weight=0.25
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,222.47,268.205,7815e4ae-4e7c-4da3-a0ae-44c069db9d35|a2a94413-0be6-467e-995b-392227ad99de,0.744387,source=b2_anchor;anchor_count=4;candidate_id=HC_69d8884bc19c8c;bin=2/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,470.6,517.805,246c138e-17fa-4539-814f-60e3461ca804,0.849413,source=b2_anchor;anchor_count=4;candidate_id=HC_6f1ae2103680a4;bin=3/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,939.079,986.247,088e6673-c601-4ad3-a290-433289d29319|fdfb2d6a-b8b5-4c61-919f-6a98d59c4f4e,0.838793,source=b2_anchor;anchor_count=4;candidate_id=HC_2c9779990a75ff;bin=6/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,1209.2,1254.2,a384b483-6b9c-4840-a553-5a527a3cb5e6|b487e259-ebb4-4b0a-baaf-4fc530d16b98,0.9475,source=b2_anchor;anchor_count=4;candidate_id=HC_67b5006258444a;bin=8/9
P005,NS7tSrMrWsc,QEpr_lLWw-0,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,1310.99,1356.095,,0.968684,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_7608c34a79383c;bin=5/5;intrinsic=0.875000;candidate_prior=0.999912;judge_weight=0.25
P007,heifaIjlSUc,lIqwLsFw3LQ,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,351.485,400.0,f83ceb03-0621-4310-8452-7aa3392bd212,0.667671,source=b2_anchor;anchor_count=4;candidate_id=HC_aac4f5f89ec7cd;bin=3/7
P007,heifaIjlSUc,lIqwLsFw3LQ,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,523.4,568.4,ee49b0cd-42e7-4926-a94f-b933f1ad1b66|3c2321e3-4221-4572-b401-6f97230c2910,0.49615,source=b2_anchor;anchor_count=4;candidate_id=HC_56d159ff68387d;bin=4/7
P007,heifaIjlSUc,lIqwLsFw3LQ,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,609.065,653.85,faeebc68-fccb-473e-9be5-88c34d0093d0|576f1744-000a-4755-9958-6294214fa9e6|c1eeed22-0327-4c23-b752-c0c1e89761c5,0.404821,source=b2_anchor;anchor_count=4;candidate_id=HC_7b7d008e6e5dc2;bin=4/7
P007,heifaIjlSUc,lIqwLsFw3LQ,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,794.0,839.0,9adae10f-cd4c-4016-8118-d52dc93db113|beb9181b-9fe9-491c-a2f2-88d58233ed7e,0.46935,source=b2_anchor;anchor_count=4;candidate_id=HC_2ff1bb8e98a13c;bin=5/7
P007,heifaIjlSUc,lIqwLsFw3LQ,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,676.825,721.825,,0.597838,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_b437657edc254a;bin=3/5;intrinsic=0.875000;candidate_prior=0.505450;judge_weight=0.25
P008,heifaIjlSUc,9lZ49H7koy8,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,351.485,400.0,f83ceb03-0621-4310-8452-7aa3392bd212,0.667671,source=b2_anchor;anchor_count=4;candidate_id=HC_aac4f5f89ec7cd;bin=3/7
P008,heifaIjlSUc,9lZ49H7koy8,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,523.4,568.4,ee49b0cd-42e7-4926-a94f-b933f1ad1b66|3c2321e3-4221-4572-b401-6f97230c2910,0.49615,source=b2_anchor;anchor_count=4;candidate_id=HC_56d159ff68387d;bin=4/7
P008,heifaIjlSUc,9lZ49H7koy8,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,609.065,653.85,faeebc68-fccb-473e-9be5-88c34d0093d0|576f1744-000a-4755-9958-6294214fa9e6|c1eeed22-0327-4c23-b752-c0c1e89761c5,0.404821,source=b2_anchor;anchor_count=4;candidate_id=HC_7b7d008e6e5dc2;bin=4/7
P008,heifaIjlSUc,9lZ49H7koy8,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,794.0,839.0,9adae10f-cd4c-4016-8118-d52dc93db113|beb9181b-9fe9-491c-a2f2-88d58233ed7e,0.46935,source=b2_anchor;anchor_count=4;candidate_id=HC_2ff1bb8e98a13c;bin=5/7
P008,heifaIjlSUc,9lZ49H7koy8,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,676.825,721.825,,0.597838,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_b437657edc254a;bin=3/5;intrinsic=0.875000;candidate_prior=0.505450;judge_weight=0.25
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,1,216.15,261.15,cf8283e8-91db-43d6-8e34-cec81777082f,0.4927,source=b2_anchor;anchor_count=4;candidate_id=HC_52f84b18b94c4d;bin=2/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,2,636.87,686.39,c4e1a456-5d18-4e1a-ac3d-dd27bd22ac1d,0.779483,source=b2_anchor;anchor_count=4;candidate_id=HC_1ed6a032e03f12;bin=4/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,3,780.87,825.85,36783bd1-934d-4df1-a643-89bbc0abfee6|4eff17d7-3f2d-4877-bd75-74a2c3cb84d0,0.740683,source=b2_anchor;anchor_count=4;candidate_id=HC_18941c2b4c21ed;bin=5/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,4,1188.02,1232.85,67ae61e4-f7b9-4ee9-80a6-db1765d39210|32d04992-fd36-4138-bc00-fb4940d2886d,0.821358,source=b2_anchor;anchor_count=4;candidate_id=HC_9a487360d12d4d;bin=8/9
P010,OrCOflk2QmQ,Djc2pShwxpI,b2_anchor_intrinsic_v2_augment,b2_anchor_then_intrinsic_coverage,hierarchical_multislate_listwise_v2_ko,codex_direct_development,5,1151.19,1198.661,,0.916256,source=intrinsic_or_fill;anchor_count=4;candidate_id=HC_c9c6de476637d1;bin=4/5;intrinsic=0.962500;candidate_prior=0.900841;judge_weight=0.25
