"candidate_id","long_video_id","long_video_url","start_sec","end_sec","start_time","end_time","duration_sec","source_system","source_run_id","source_rank","pair_id","short_video_id","short_video_url","short_views","short_likes","channel_name","channel_performance_percentile","label_confidence","mapping_confidence","performance_evidence_status","labeling_rule_version","source_notes","dataset_split","evaluation_role","performance_label","alignment_status","short_like_rate","short_duration_sec","upload_date","stats_snapshot_date","candidate_rank_in_channel","shorts_native_suspect","percentile_source","alignment_policy_version","short_duration_source","gold_span_start_sec","gold_span_end_sec","gold_span_duration_sec","span_ratio","gold_segments_json","segments_available","segment_ratio","segment_count","segment_direction","omitted_sec","ratio_status","ratio_review_flag","alignment_classification_v3","classification_basis","verification_status","verification_reason","next_action","legacy_alignment_status","legacy_mapping_confidence","timestamp_method","timestamp_confidence","usable_for_gold","observed_source_span_start_sec","observed_source_span_end_sec","short_title_yt","long_title_yt","youtube_metadata_source","youtube_metadata_snapshot_date","channel_name_raw"
"C_4cdbf4fbec3d94","nVJIIWdwx60","https://www.youtube.com/watch?v=nVJIIWdwx60","230","263","03:50.0","04:23.0","33","gold","published_short_gold","1","G013","viIvggdLF5s","https://www.youtube.com/shorts/viIvggdLF5s","15000000","192382","OOTB","99.2","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","program=전과자; 채널내백분위=99.2","main","gold","pos","continuous","","34","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","230","263","33","0.9706","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","OOTB_Studio"
"C_90eed2eae22ac1","oIq0h5_FZAw","https://www.youtube.com/watch?v=oIq0h5_FZAw","201","236","03:21.0","03:56.0","35","gold","published_short_gold","1","G008","nLcsPfFQwdM","https://www.youtube.com/shorts/nLcsPfFQwdM","4600000","47402","숏박스","85.5","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","ppl; 채널내백분위=85.5","main","gold","pos","continuous","","38","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","201","236","35","0.9211","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"C_9dab626517d830","pH_LU8mMXqU","https://www.youtube.com/watch?v=pH_LU8mMXqU","299","313","04:59.0","05:13.0","14","gold","published_short_gold","1","G028","vkjmsyrvRDI","https://www.youtube.com/shorts/vkjmsyrvRDI","3700000","68260","워크맨","99","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=99.0","main","gold","pos","missing_subtitle","","15","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","299","313","14","0.9333","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","missing_subtitle","high","","","","","","","","","","워크맨"
"C_9dec2b4bead825","d2QR-XPnPrw","https://www.youtube.com/watch?v=d2QR-XPnPrw","42.000","103.000","00:42.000","01:43.000","61.0","selected_replacement","selected_replacements_v3_2026-07-23","","G007","X5pBumtoQEo","https://www.youtube.com/shorts/X5pBumtoQEo","4098648","30034","숏박스","81.8","high","high","selected_replacement_short_verified_pending_longform_mapping","channel_percentile_v1_alignment_v2","selected replacement for KLDQAVHBMgE; longform/start/end pending; do not evaluate until mapped; timestamp_method=yt_dlp_visual_frame_alignment; Draft long-form mapping was wrong; repeated SIFT matches established a stable +42 second offset in 퇴실 30분 전.","main","gold","pos","continuous","0.00732778","62","20260401","2026-07-23","3","FALSE","gold_전체.xlsx:channel_sheets","yt_dlp_timestamp_pipeline_v4","youtube_metadata_yt_dlp","42.000","103.000","61.0","0.9839","","no","","","","","accepted_by_alignment_policy","no","continuous","selected_replacement_requires_longform_mapping","verified_usable","Draft long-form mapping was wrong; repeated SIFT matches established a stable +42 second offset in 퇴실 30분 전.","include_in_gold_dataset","insufficient_alignment","high","yt_dlp_visual_frame_alignment","high","yes","42.000","103.000","진짜 시간 없다고","퇴실 30분 전","yt_dlp","2026-07-23","숏박스"
"C_5bbb21267b19b5","rORE8KqiWQw","https://www.youtube.com/watch?v=rORE8KqiWQw","490","519","08:10.0","08:39.0","29","gold","published_short_gold","1","G019","aTUXCOVmf3I","https://www.youtube.com/shorts/aTUXCOVmf3I","9300000","185260","BDNS","99.1","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","program=딱대; 채널내백분위=99.1","main","gold","pos","continuous","","30","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","490","519","29","0.9667","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","빠더너스"
"C_3d0d574b5a3754","u2BCGcOweTo","https://www.youtube.com/watch?v=u2BCGcOweTo","641","700","10:41.0","11:40.0","59","gold","published_short_gold","1","G017","iKDmq5Pb8VM","https://www.youtube.com/shorts/iKDmq5Pb8VM","14000000","257093","OOTB","98.9","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","program=전과자; 채널내백분위=98.9","main","gold","pos","continuous","","60","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","641","700","59","0.9833","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","OOTB_Studio"
"C_88efb28987c87c","-ZZfsK32sJQ","https://www.youtube.com/watch?v=-ZZfsK32sJQ","868","974","14:28","16:14","106","selected_replacement","user_approved_bounded_edit_v4_2026-07-23","","G018","ST3IiaHTbHI","https://www.youtube.com/shorts/ST3IiaHTbHI","20912402","261817","BDNS","100","high","high","short_verified_and_user_approved_bounded_mapping","channel_percentile_v1_alignment_v4_bounded_edit","User-approved bounded multi-cut replacement. The 76-second Short is contained in 14:28-16:14; 30 seconds are omitted within the 106-second source span.","main","gold","pos","light_edit","0.0125197","76","20250630","2026-07-23","1","FALSE","gold_전체.xlsx:channel_sheets","yt_dlp_timestamp_pipeline_v4_user_bounded_edit","youtube_metadata_yt_dlp","868","974","106","0.716981","","no","0.716981","","forward_within_bounded_span","30","accepted_by_user_bounded_edit_policy","no","light_edit","user_supplied_bounded_span_manual_review","verified_usable_user_approved","76-second Short is contained in a 106-second source span; 30 seconds omitted and manually accepted.","include_in_gold_dataset","heavy_edit","high","manual_user_verified_span_with_yt_dlp","high","yes","868","974","아이돌한테도 가차 없지","에스파 vs 에스피에이엠! 참지 않는 닝닝이 이번에도 참지 않는 토크쇼 | 딱대 EP40 닝닝 from 에스파(aespa)","yt_dlp","2026-07-23","빠더너스 BDNS"
"C_28f99dd939fefd","yk3hY55W9nE","https://www.youtube.com/watch?v=yk3hY55W9nE","1128","1175","18:48.0","19:35.0","47","gold","published_short_gold","1","G011","PsHAqiAIqEA","https://www.youtube.com/shorts/PsHAqiAIqEA","15000000","269786","OOTB","99.2","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","program=전과자; 채널내백분위=99.2","main","gold","pos","continuous","","49","","pre_2026-07-22","","","original_gold_snapshot","alignment_v3","youtube_metadata_yt_dlp","1128","1175","47","0.9592","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","OOTB_Studio"
"C_a4b87cdb250646","Fd32iyF-l8Q","https://www.youtube.com/watch?v=Fd32iyF-l8Q","999.000","1023.000","16:39.000","17:03.000","24.000","selected_replacement","selected_replacements_v3_2026-07-23","","G012","vxfz-37y0qY","https://www.youtube.com/shorts/vxfz-37y0qY","18797074","282623","OOTB","99.8","medium","medium","selected_replacement_short_verified_pending_longform_mapping","channel_percentile_v1_alignment_v2","selected replacement for 7B7evgf22sY; longform/start/end pending; do not evaluate until mapped; timestamp_method=yt_dlp_subtitle_alignment; Full transcript coverage across two forward segments; retained edits stay within the light-edit policy.","main","gold","pos","light_edit","0.01503548","26","20240407","2026-07-23","3","FALSE","gold_전체.xlsx:channel_sheets","yt_dlp_timestamp_pipeline_v4","youtube_metadata_yt_dlp","999.000","1023.000","24.000","0.9231","","no","","","","","accepted_by_alignment_policy","no","light_edit","selected_replacement_requires_longform_mapping","verified_usable","Full transcript coverage across two forward segments; retained edits stay within the light-edit policy.","include_in_gold_dataset","insufficient_alignment","low","yt_dlp_subtitle_alignment","medium","yes","999.000","1023.000","(충격실화) 성악과 가서 마이크 찢음","(충격 실화) 성악과 가서 마이크 찢음 [한양대학교 성악과] | 전과자 ep.49 [EN]","yt_dlp","2026-07-23","ootb STUDIO"
"NEG_001","SXM8N6Y37uQ","https://www.youtube.com/watch?v=SXM8N6Y37uQ","1065.96","1112.912","17:46.0","18:32.9","46.952","gold","subtitle_aligned_neg_2026-07-22","1","N001","4n21mKfD-ds","https://www.youtube.com/shorts/4n21mKfD-ds","24000","177","BDNS","1.1","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=1.1; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=92.01","control","gold","neg","continuous","0.00738","47","2026-05-26","2026-07-22","8","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","1065.96","1112.912","46.952","0.999","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","빠더너스"
"NEG_002","M5keW3grlrs","https://www.youtube.com/watch?v=M5keW3grlrs","503.28","574.68","08:23.3","09:34.7","71.4","gold","subtitle_aligned_neg_2026-07-22","1","N002","tZvEKvvkM_I","https://www.youtube.com/shorts/tZvEKvvkM_I","24000","70","BDNS","1.1","high","medium","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=1.1; neg_candidate; subtitle_alignment=light_edit; coverage=1.0; match_score=86.68","control","gold","neg","light_edit","0.00292","55","2026-05-07","2026-07-22","10","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","503.28","574.68","71.39999999999998","1.2982","","no","","","","","light_edit_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","light_edit","medium","","","","","","","","","","빠더너스"
"NEG_003","b0f0fMlhGd0","https://www.youtube.com/watch?v=b0f0fMlhGd0","509.28","557.8","08:29.3","09:17.8","48.52","gold","subtitle_aligned_neg_2026-07-22","1","N003","RQUZS82ZWyw","https://www.youtube.com/shorts/RQUZS82ZWyw","115000","1122","숏박스","1.7","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=1.7; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=93.94","control","gold","neg","continuous","0.00976","50","2026-07-12","2026-07-22","1","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","509.28","557.8","48.51999999999998","0.9704","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"NEG_004","P_NBYI8S8ak","https://www.youtube.com/watch?v=P_NBYI8S8ak","275.44","332.72","04:35.4","05:32.7","57.28","gold","subtitle_aligned_neg_2026-07-22","1","N004","FlK60kS4-rc","https://www.youtube.com/shorts/FlK60kS4-rc","157000","1754","숏박스","3.4","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=3.4; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=95.0","control","gold","neg","continuous","0.01117","57","2026-06-28","2026-07-22","2","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","275.44","332.72","57.28000000000003","1.0049","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"NEG_005","hL-vwcwZmfk","https://www.youtube.com/watch?v=hL-vwcwZmfk","125.759","183.78","02:05.8","03:03.8","58.021","gold","subtitle_aligned_neg_2026-07-22","1","N005","mN9eKF37i5o","https://www.youtube.com/shorts/mN9eKF37i5o","373000","3445","숏박스","10.3","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=10.3; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=84.56","control","gold","neg","continuous","0.00924","57","2026-04-29","2026-07-22","3","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","125.759","183.78","58.021","1.0179","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","숏박스"
"NEG_009","1O4hJxumimA","https://www.youtube.com/watch?v=1O4hJxumimA","321.639","356.08","05:21.6","05:56.1","34.441","gold","subtitle_aligned_neg_2026-07-22","1","N009","2bwRDVLzho4","https://www.youtube.com/shorts/2bwRDVLzho4","257000","3076","안원잘부","7.1","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=7.1; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=94.73","control","gold","neg","continuous","0.01197","39","2026-02-20","2026-07-22","5","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","321.639","356.08","34.440999999999974","0.8831","","no","","","","","needs_review_below_0.9","yes","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"NEG_011","RoYUmoP7m64","https://www.youtube.com/watch?v=RoYUmoP7m64","127.719","188.04","02:07.7","03:08.0","60.321","gold","subtitle_aligned_neg_2026-07-22","1","N011","HqZHkrYsEHs","https://www.youtube.com/shorts/HqZHkrYsEHs","16000","380","워크맨","0.8","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=0.8; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=87.0","control","gold","neg","continuous","0.02375","57","2025-02-28","2026-07-22","4","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","127.719","188.04","60.321","1.0583","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","워크맨"
"NEG_012","iInwf4yYdYk","https://www.youtube.com/watch?v=iInwf4yYdYk","1080.039","1122.48","18:00.0","18:42.5","42.441","gold","subtitle_aligned_neg_2026-07-22","1","N012","LelrpQvoPrM","https://www.youtube.com/shorts/LelrpQvoPrM","16000","671","워크맨","0.8","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=0.8; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=90.45","control","gold","neg","continuous","0.04194","43","2025-01-17","2026-07-22","5","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","1080.039","1122.48","42.44100000000003","0.987","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","워크맨"
"NEG_013","YtdkGHLFhhU","https://www.youtube.com/watch?v=YtdkGHLFhhU","124","170.28","02:04.0","02:50.3","46.28","gold","subtitle_aligned_neg_2026-07-22","1","N013","TO_EFaZDbSI","https://www.youtube.com/shorts/TO_EFaZDbSI","18000","229","워크맨","1","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=1; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=81.73","control","gold","neg","continuous","0.01272","40","2024-11-15","2026-07-22","6","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","124","170.28","46.28","1.157","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","워크맨"
"NEG_015","A4PTxQ3967E","https://www.youtube.com/watch?v=A4PTxQ3967E","1069.32","1086.002","17:49.3","18:06.0","16.682","gold","subtitle_aligned_neg_2026-07-22","1","N015","piJ-LzmIYeI","https://www.youtube.com/shorts/piJ-LzmIYeI","36000","247","피식대학","0.3","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=0.3; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=90.0","control","gold","neg","continuous","0.00686","22","2026-07-01","2026-07-22","5","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","1069.32","1086.002","16.682000000000016","0.7583","","no","","","","","needs_review_below_0.9","yes","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","피식대학"
"NEG_018","jmS-BW6mXOs","https://www.youtube.com/watch?v=jmS-BW6mXOs","1662.679","1743.919","27:42.7","29:03.9","81.24","gold","subtitle_aligned_neg_2026-07-22","1","N018","Afk5qRaJY5o","https://www.youtube.com/shorts/Afk5qRaJY5o","9900","152","OOTB","0.4","high","medium","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=0.4; neg_candidate; subtitle_alignment=light_edit; coverage=1.0; match_score=90.45","control","gold","neg","light_edit","0.01535","60","2025-03-05","2026-07-22","5","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","1662.679","1743.919","81.24000000000001","1.354","","no","","","","","light_edit_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","light_edit","medium","","","","","","","","","","OOTB_Studio"
"NEG_020","3jAfgsSScXc","https://www.youtube.com/watch?v=3jAfgsSScXc","954.24","1012.48","15:54.2","16:52.5","58.24","gold","subtitle_aligned_neg_2026-07-22","1","N020","PXEK0MhuBUA","https://www.youtube.com/shorts/PXEK0MhuBUA","11000","297","OOTB","0.7","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=0.7; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=90.51","control","gold","neg","continuous","0.027","51","2025-03-12","2026-07-22","9","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","954.24","1012.48","58.24000000000001","1.142","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","OOTB_Studio"
"NEG_021","dLapBWDi5BE","https://www.youtube.com/watch?v=dLapBWDi5BE","1400.919","1442.61","23:20.9","24:02.6","41.691","gold","subtitle_aligned_neg_2026-07-22","1","N021","TTjEGxwr5Pg","https://www.youtube.com/shorts/TTjEGxwr5Pg","11000","352","OOTB","0.7","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=0.7; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=92.47","control","gold","neg","continuous","0.032","43","2024-02-28","2026-07-22","10","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","1400.919","1442.61","41.691","0.9696","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","OOTB_Studio"
"NEG_022","1O4hJxumimA","https://www.youtube.com/watch?v=1O4hJxumimA","572.88","627.04","09:32.9","10:27.0","54.16","gold","subtitle_aligned_neg_2026-07-22","1","N022","hZn6Yb6M6oM","https://www.youtube.com/shorts/hZn6Yb6M6oM","395000","3418","안원잘부","12.9","high","medium","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=12.9; neg_candidate; subtitle_alignment=light_edit; coverage=1.0; match_score=89.25","control","gold","neg","light_edit","0.00865","38","2026-02-20","2026-07-22","9","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","572.88","627.04","54.15999999999997","1.4253","","no","","","","","light_edit_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","light_edit","medium","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"NEG_024","Yy58f1A6F-c","https://www.youtube.com/watch?v=Yy58f1A6F-c","950.56","1028.416","15:50.6","17:08.4","77.856","gold","subtitle_aligned_neg_2026-07-22","1","N024","jilQNKreZBM","https://www.youtube.com/shorts/jilQNKreZBM","465000","11809","안원잘부","15.7","high","medium","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=15.7; neg_candidate; subtitle_alignment=light_edit; coverage=1.0; match_score=85.56","control","gold","neg","light_edit","0.0254","57","2026-07-04","2026-07-22","11","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","950.56","1028.416","77.856","1.3659","","no","","","","","light_edit_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","light_edit","medium","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"NEG_025","1O4hJxumimA","https://www.youtube.com/watch?v=1O4hJxumimA","258.959","292.12","04:19.0","04:52.1","33.161","gold","subtitle_aligned_neg_2026-07-22","1","N025","EVJyBi45blE","https://www.youtube.com/shorts/EVJyBi45blE","517000","5945","안원잘부","17.1","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=17.1; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=97.5","control","gold","neg","continuous","0.0115","31","2026-02-20","2026-07-22","12","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","258.959","292.12","33.161","1.0697","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"NEG_026","bvUS-ri9nqQ","https://www.youtube.com/watch?v=bvUS-ri9nqQ","750.56","809.32","12:30.6","13:29.3","58.76","gold","subtitle_aligned_neg_2026-07-22","1","N026","WdMdgQJPDmw","https://www.youtube.com/shorts/WdMdgQJPDmw","522000","","안원잘부","18.6","high","medium","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=18.6; neg_candidate; subtitle_alignment=light_edit; coverage=1.0; match_score=87.75","control","gold","neg","light_edit","","50","","2026-07-22","13","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","750.56","809.32","58.760000000000105","1.1752","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","light_edit","medium","","","","","","","","","","안녕하세요원이입니다잘부탁드립니다"
"NEG_028","6gzGqgt3Kl8","https://www.youtube.com/watch?v=6gzGqgt3Kl8","183.48","243.699","03:03.5","04:03.7","60.219","gold","subtitle_aligned_neg_2026-07-22","1","N028","aRmjlP7xF9Q","https://www.youtube.com/shorts/aRmjlP7xF9Q","12000","","OOTB","1.2","high","medium","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=1.2; neg_candidate; subtitle_alignment=light_edit; coverage=1.0; match_score=92.54","control","gold","neg","light_edit","","60","","2026-07-22","14","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","183.48","243.699","60.21900000000002","1.0037","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","light_edit","medium","","","","","","","","","","OOTB_Studio"
"NEG_029","1WwG6ZQQ_Yg","https://www.youtube.com/watch?v=1WwG6ZQQ_Yg","782.36","866.199","13:02.4","14:26.2","83.839","gold","subtitle_aligned_neg_2026-07-22","1","N029","jaxLvOV4QjE","https://www.youtube.com/shorts/jaxLvOV4QjE","13000","","OOTB","1.5","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=1.5; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=92.91","control","gold","neg","continuous","","80","","2026-07-22","15","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","782.36","866.199","83.83899999999994","1.048","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","OOTB_Studio"
"NEG_031","355LIXPCgEg","https://www.youtube.com/watch?v=355LIXPCgEg","1001.72","1047.48","16:41.7","17:27.5","45.76","gold","subtitle_aligned_neg_2026-07-22","1","N031","i5YUyHML48A","https://www.youtube.com/shorts/i5YUyHML48A","14000","","OOTB","1.9","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=1.9; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=92.85","control","gold","neg","continuous","","51","","2026-07-22","19","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","1001.72","1047.48","45.75999999999999","0.8973","","no","","","","","needs_review_below_0.9","yes","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","OOTB_Studio"
"NEG_033","IGa01C5Dg3k","https://www.youtube.com/watch?v=IGa01C5Dg3k","985.519","1023.36","16:25.5","17:03.4","37.841","gold","subtitle_aligned_neg_2026-07-22","1","N033","ombDOp400Cg","https://www.youtube.com/shorts/ombDOp400Cg","39000","370","피식대학","0.5","high","high","verified_channel_percentile_snapshot","channel_percentile_v1_alignment_v2","채널내백분위=0.5; neg_candidate; subtitle_alignment=continuous; coverage=1.0; match_score=87.0","control","gold","neg","continuous","0.00949","33","2025-01-06","2026-07-22","9","FALSE","neg_candidate_script_6ch_xlsx","alignment_v3","youtube_metadata_yt_dlp","985.519","1023.36","37.84100000000001","1.1467","","no","","","","","continuous_ratio_range","no","unclassified","ordered_segments_required","unverifiable","gold_segments_unavailable","recover_or_create_ordered_gold_segments","continuous","high","","","","","","","","","","피식대학"
